AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,MeanRR,MeanRG,MeanRB,StdDevRR,StdDevRG,StdDevRB,SkewRR,SkewRG,SkewRB,KurtosisRR,KurtosisRG,KurtosisRB,EntropyRR,EntropyRG,EntropyRB,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB,Class,ClassLabel
1.1549960903507004,0.783505572314987,0.604170576877427,1.3109121816854974,-1.1289391311284707,1.0751047920669925,0.7082333421471952,1.108134720277289,0.8713869830618691,-0.04677134658119882,1.1248064179257062,1.0906201793930874,-0.06982772242198025,-0.6880591751454684,1.1692828302217204,0.2403333165653356,0.5378951740373836,0.43533856513515784,-0.023927481541386342,-0.40150053686741505,-0.6068404596359959,0.8103173030781122,-0.6947697194442372,-0.5535019415599868,0.5551780909612932,-0.3494883755011285,-0.5749608547182528,0.21844332027695804,-1.3420628577916314,-1.2665627112226738,-0.8222694977188777,0.5380405008388511,0.43535028588052055,-0.023894596574590747,0,BERHI
0.37149253197727317,0.06702978391818337,-0.18736859950001483,0.8693047744917182,-1.89871274384249,0.43119646927508753,0.8569329058266245,0.3231925309206215,0.804404232987743,-0.05134465983605831,1.6880569345465082,1.5972518505428932,-0.0649391830335856,0.013011709060996263,1.7641014243117306,0.5187468311452377,-0.003364336528211277,0.28394644732945495,-0.02468577858361286,-0.28252032330271376,-0.5287578567770685,0.40255622843824557,-0.34143021823084124,-0.41280362427287626,0.2573510852517644,-0.5618411252332083,-0.6610383373439567,-0.29784308897850936,-0.11696500498646027,-0.4929502209143563,-0.25328057914404795,-0.0035477512570599003,0.2839547401002969,-0.024680624720358865,0,BERHI
2.1310770225573763,1.4383295756765426,1.3183867479773688,1.920828701852491,-0.9925663534734249,1.793103857534539,0.7908442108579886,2.0679965906255364,0.5476370243702645,-0.04579495822985459,1.2264456088948734,1.019852580883274,-0.07960480119876957,-0.921749469880957,1.087641062405444,0.3966356405400185,0.9583947473335706,0.7419314074838137,0.35511006927290767,0.10403852620520508,-0.3225392310788375,1.5814161044432269,-0.8528342847935239,-0.644383629759795,1.055085065001054,-0.17157120680668353,-0.33368225345011204,0.4577313139836638,-3.048149105089883,-2.669054021250284,-2.196052965646578,0.9583634354192875,0.7419216646123253,0.3550449488050176,0,BERHI
1.0981170906710984,0.7159515276157912,0.5356710198146152,1.3076698301265957,-1.2495332402945023,1.0306535238815036,0.713740733394581,1.051405751549695,0.737421482913619,-0.04758500354065235,1.2433854740564012,1.1565627143681416,-0.06982772242198025,-0.4543688804099801,1.2435026191456078,0.1377599164569498,-0.41666736958914535,-0.33117539711253696,-0.638994234273526,-0.05052159130928207,-0.3465407064242193,0.8658719717643591,0.39132784729180864,0.6997036446111254,2.4525810148688425,0.2739131924603054,0.9351863451189251,2.185971164147529,-0.011000236266115532,-0.17760717910186216,-0.12507247585799855,-0.41666162799659473,-0.3312905366327747,-0.6390124812825022,0,BERHI
0.45938457312152353,0.2504632340527254,0.0914602774905952,0.7610391116690571,-1.0252507382006675,0.5071426579375173,0.49344508349912397,0.4314765805751233,0.3839014130779579,-0.04603063817673078,1.1022199310436684,1.0214609353948605,-0.060050643645190936,-0.22067858567449217,1.0897616278032691,0.25010221181375225,0.16754104329739228,0.14879754171449738,-0.5021724795386553,0.20185155092277438,-0.24793510290764703,0.2091240462382024,-0.47118945900047715,-0.34048295810752627,1.0048415701386506,-0.5345969105166861,-0.5699681471341935,0.30913371381432125,-0.39910679108396574,-0.4064002616052299,0.14321344079763987,0.16755220185117506,0.14882717169793505,-0.5022990682586326,0,BERHI
1.0318204205527428,0.6561560276343583,0.6203701529128431,1.1038418716146114,-0.7355994666523463,0.9784292832340155,0.8569329058266245,0.975874341542876,0.8230105524527779,-0.04378606725410036,1.2927934141108584,0.8316751030276309,-0.0649391830335856,-0.6880591751454684,0.8713433918272584,0.37709785004317975,-0.023901867874318063,-0.24687988647348677,-0.7731573255981523,-0.12535989195232475,-0.4287059401008586,1.355609311647309,0.03141557407864368,0.3614698907500401,2.064378917771595,-0.21330187579506185,0.2449912448220671,1.1878889901933003,-0.45601695941999665,-0.24099388791074197,-0.012703577990865406,-0.02383023005296413,-0.24682872719183896,-0.7732013568499656,0,BERHI
1.4277448804536568,0.9744753787972987,0.9615018343730373,1.3700910047536772,-0.652197933210418,1.2839298446277116,0.8349033408370812,1.3684557144691818,0.9569760526010279,-0.04309586169539151,1.15445118195838,0.7287404142860836,-0.06982772242198025,-0.921749469880957,0.7557725776457765,0.0937998878390694,0.4810792359257612,0.6895453668599235,0.3998819611014283,0.732014317575616,0.661228333897587,1.569041174574401,-0.030389685209508074,-0.10688335954950065,1.094268671057268,-0.4071230276996594,-0.452439276626021,0.5541294945268752,-1.563951312789937,-2.0457163137943803,-1.676711441226231,0.48079759337158945,0.6894577915281935,0.3996266157549682,0,BERHI
0.7864294968530572,0.5319793133656436,0.3975536164061753,0.9924756280704413,-0.9080377722822801,0.7810605017255606,0.6201150821890099,0.7483427464146566,-0.6152579421944092,-0.04516086694421149,0.9977574292142469,0.9104844740953788,-0.0649391830335856,-0.4543688804099801,0.9614674212348353,0.04007096397277232,-0.30540736346073694,-0.0397851253368277,-0.08134073991531438,-1.513213979576509,-2.1300462176342934,-1.0957480892712557,-0.4478667196464576,0.3665669589771194,1.1729518799927297,-0.19784735297997882,0.5112600829815412,0.7534629791926447,0.09702475550175092,-0.26570974022888805,-0.3594857612305626,-0.30542549198517194,-0.03999604875450657,-0.08153357813423497,0,BERHI
2.310292493679007,1.603090422510592,1.149260591898146,2.367930166559573,-2.1342657234284776,1.9169036621608428,0.3502529110670744,2.285998307158176,0.6462505175349483,-0.052495002433906396,1.034460470397558,1.6519359039368418,-0.08449334058716423,-0.921749469880957,1.8298389516443163,0.05960875446960565,0.9050992620792445,0.7862790225498081,0.6985169066274707,0.30161481101727095,-0.25031511190451905,0.6363955127799917,-0.8942851533727132,-0.7727720464230162,0.1025126419651129,-0.2710056757466804,-0.3655875238402225,0.5030033339958604,-3.1126511561500694,-2.936639552424333,-2.8198656570528233,0.9049242709060763,0.7862869449548234,0.698409785046177,0,BERHI
1.1352376312816714,0.8132973499162828,0.5977815423901337,1.306649430148814,-1.1323202743761163,1.0597001587120656,0.5485189959729883,1.0998914212413824,0.9123208858849453,-0.04679379229042513,0.9243513468476263,1.0713199252540475,-0.06982772242198025,-0.6880591751454684,1.1459566108456405,0.08891544021486106,0.9228633862672158,0.6703926056561486,0.03555722241130537,0.4752808929967721,0.13444080408216588,1.8906466419232286,-0.4417179974531252,-0.20642044662548112,1.4862627300309235,-0.30250247727809104,-0.21922376461128074,0.8209319486720278,-2.0857086804691374,-1.7019495157534892,-1.0054185295597566,0.9230153953323809,0.6704997221557331,0.03547364690574188,0,BERHI
